IDcyclist,gene_sz_lastname,gene_sz_firstname,gene_sz_firstlastname,fkIDteam,fkIDregion,fkIDcontract,fkIDprevcontract,fkIDnextcontract,gene_sz_photo,gene_i_birthdate,gene_f_popularity,gene_f_popularity_max,value_i_rank_voted,value_f_potentiel,value_f_current_ability,current_f_stage_score,fkIDrace,fkIDlaststage,fkIDcyclist_state,fkIDtype_rider,fkIDinjury,fkIDtga_skin,gene_i_size,gene_i_weight,prerace_i_cyclist,race_b_withdrawal,fkIDstaff_trainer,charac_i_plain,limit_i_plain,charac_i_mountain,limit_i_mountain,charac_i_medium_mountain,limit_i_medium_mountain,charac_i_downhilling,limit_i_downhilling,charac_i_cobble,limit_i_cobble,charac_i_timetrial,limit_i_timetrial,charac_i_prologue,limit_i_prologue,charac_i_sprint,limit_i_sprint,charac_i_acceleration,limit_i_acceleration,charac_i_endurance,limit_i_endurance,charac_i_resistance,limit_i_resistance,charac_i_recuperation,limit_i_recuperation,charac_i_hill,limit_i_hill,charac_i_baroudeur,limit_i_baroudeur,charac_bitfield_mental,charac_i_tour,charac_i_classic,fitness_i_handicap,gene_b_will_retire,fkIDtraining_camp,gene_i_dossard,gene_i_champion_bit,gene_b_nominated,CONSTANT,gene_sz_soundname,fkIDstate_roster,gene_b_inshortlist,gene_i_date_last_breakaway,gene_i_date_last_punchers,gene_ilist_fkIDfavorite_races,fkIDworkplan,bit_i_contrat_preference,value_f_capital,gene_i_ptmap,fkIDyear_progression,value_f_gain,value_i_trainingstyle,fkIDcontract_preference_preset,iContract_fidelity,iContract_refusal_cooldown,value_i_knowledge,fkIDcyclist_leader,value_i_yearneopro,gene_i_nb_total_victory,gene_i_nb_tdf,gene_i_nb_giro,gene_i_nb_vuelta,gene_i_nb_sanremo,gene_i_nb_flandres,gene_i_nb_roubaix,gene_i_nb_liege,gene_i_nb_lombardia
8843,Lewandowski,Dawid,Lewandowski D.,242,3001,0,0,0,,20060404,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,65,0,55,0,56,0,65,0,61,0,56,0,59,0,67,0,69,0,60,0,61,0,60,0,59,0,57,0,0,0,0,0,0,0,0,0,0,,Lewandowski_Dawid,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8845,Pemian,Szymon,Pemian S.,106,3001,0,0,0,,20020406,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,63,0,58,0,60,0,68,0,63,0,58,0,58,0,58,0,60,0,57,0,57,0,56,0,62,0,65,0,0,0,0,0,0,0,0,0,0,,Pomian_Szymon,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8846,Strzelecki,Michal,Strzelecki M.,119,3001,0,0,0,,20060309,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,64,0,55,0,56,0,67,0,60,0,56,0,57,0,68,0,68,0,55,0,57,0,57,0,58,0,68,0,0,0,0,0,0,0,0,0,0,,Strzelecki_Michal,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8847,Devroute,Corentin,Devroute C.,119,304,0,0,0,,20031008,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,185,71,0,0,0,68,0,55,0,57,0,68,0,62,0,58,0,60,0,67,0,67,0,59,0,60,0,57,0,60,0,61,0,0,0,0,0,0,0,0,0,0,,Devroute_Corentin,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8848,Ducret,Justin,Ducret J.,119,309,0,0,0,,19980308,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,69,0,57,0,61,0,64,0,61,0,59,0,58,0,65,0,66,0,62,0,64,0,60,0,64,0,71,0,0,0,0,0,0,0,0,0,0,,Ducret_Justin,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8849,Hamon,Similien,Hamon S.,126,318,0,0,0,shamon,20060911,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,68,0,59,0,59,0,66,0,57,0,62,0,62,0,63,0,61,0,63,0,60,0,64,0,66,0,70,0,0,0,0,0,0,0,0,0,0,,Hamon_Similien,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8850,Langella,Lenaic,Langella L.,126,302,0,0,0,llangella,20040614,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,67,0,66,0,67,0,66,0,65,0,60,0,62,0,61,0,63,0,65,0,63,0,63,0,68,0,65,0,0,0,0,0,0,0,0,0,0,,Langella_Lenaic,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8851,Den Braber,Tim,Den Braber T.,119,510,0,0,0,,19981104,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,173,73,0,0,0,69,0,54,0,57,0,66,0,63,0,57,0,58,0,69,0,68,0,61,0,63,0,63,0,61,0,59,0,0,0,0,0,0,0,0,0,0,,Den-Braber_Tim,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8852,Heremans,Joppe,Heremans J.,59,402,0,0,0,,20030820,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,180,64,0,0,0,73,0,60,0,65,0,68,0,69,0,64,0,68,0,72,0,73,0,65,0,66,0,65,0,70,0,70,0,0,2,3,0,0,0,0,0,0,,Heremans_Joppe,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8853,Nugengast,Ruud Junior,Nugengast R.J.,140,501,0,0,0,,20060208,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,190,66,0,0,0,66,0,59,0,62,0,70,0,63,0,62,0,62,0,60,0,66,0,61,0,61,0,62,0,67,0,67,0,0,0,0,0,0,0,0,0,0,,Junior-Nagengast_Ruud,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8854,Woierink,Jelle,Woierink J.,116,509,0,0,0,,20060102,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,66,0,55,0,57,0,65,0,60,0,60,0,60,0,66,0,68,0,58,0,56,0,55,0,63,0,67,0,0,0,0,0,0,0,0,0,0,,Weierink_Jelle,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8855,Kertleve,Bart,Kertleve B.,140,501,0,0,0,,20041023,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,67,0,59,0,59,0,66,0,64,0,61,0,61,0,63,0,63,0,63,0,61,0,60,0,60,0,70,0,0,0,0,0,0,0,0,0,0,,Kortleve_Bart,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8856,Nievelstein,Job,Nievelstein J.,119,512,0,0,0,,20060615,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,64,0,59,0,61,0,67,0,60,0,62,0,62,0,62,0,64,0,58,0,57,0,58,0,63,0,64,0,0,0,0,0,0,0,0,0,0,,Nievelstein_Job,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8857,Uptegrove,Pete,Uptegrove P.,119,507,0,0,0,,20010123,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,69,0,55,0,61,0,70,0,65,0,63,0,63,0,66,0,66,0,62,0,63,0,60,0,64,0,55,0,0,0,0,0,0,0,0,0,0,,Uptegrove_Pete,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8858,Wistbroek,Collin,Wistbroek C.,140,501,0,0,0,,20060910,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,65,0,56,0,60,0,67,0,63,0,60,0,62,0,62,0,64,0,59,0,60,0,60,0,63,0,63,0,0,0,0,0,0,0,0,0,0,,Westbroek_Collin,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8859,Carbunarea,Andrei,Carbunarea A.,119,10401,0,0,0,acarbunarea,20050425,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,61,0,62,0,61,0,66,0,61,0,59,0,58,0,59,0,64,0,58,0,60,0,57,0,61,0,58,0,0,0,0,0,0,0,0,0,0,,Carbunarea_Andrei,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8860,Guichard,Carter,Guichard C.,124,3401,0,0,0,cguichard,20060916,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,184,66,0,0,0,65,0,63,0,65,0,68,0,59,0,62,0,63,0,60,0,63,0,62,0,62,0,63,0,66,0,73,0,0,0,0,0,0,0,0,0,0,,Guichard_Carter,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8861,Massa,Dylan,Massa D.,124,321,0,0,0,dmassa,20060214,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,65,0,56,0,57,0,69,0,59,0,56,0,58,0,66,0,67,0,58,0,56,0,56,0,60,0,58,0,0,0,0,0,0,0,0,0,0,,Massa_Dylan,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8862,Bessega,Gabriele,Bessega G.,102,204,0,0,0,gbessega,20040218,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,182,71,0,0,0,70,0,61,0,63,0,67,0,60,0,62,0,62,0,69,0,69,0,63,0,65,0,61,0,66,0,68,0,0,0,0,0,0,0,0,0,0,,Bessega_Gabriele,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8863,Bessega,Tommasso,Bessega T.,102,204,0,0,0,tbessega,20040218,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,183,72,0,0,0,69,0,56,0,59,0,69,0,65,0,64,0,66,0,68,0,68,0,60,0,62,0,63,0,65,0,65,0,0,0,0,0,0,0,0,0,0,,Bessega_Tommasso,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8864,Bocelli,Michele,Bocelli M.,160,204,0,0,0,,20060611,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,63,0,65,0,66,0,66,0,57,0,54,0,57,0,53,0,58,0,62,0,58,0,61,0,66,0,62,0,0,0,0,0,0,0,0,0,0,,Bicelli_Michele,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8865,Denati,Andrea,Denati A.,160,204,0,0,0,,20060919,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,66,0,56,0,56,0,68,0,61,0,61,0,63,0,62,0,67,0,58,0,60,0,60,0,61,0,68,0,0,0,0,0,0,0,0,0,0,,Donati_Andrea,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8866,Godizzi,Andrea,Godizzi A.,119,204,0,0,0,,20060102,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,59,0,61,0,60,0,64,0,59,0,55,0,58,0,59,0,59,0,53,0,54,0,56,0,62,0,60,0,0,0,0,0,0,0,0,0,0,,Godizzi_Andrea,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8867,Iucomoni,Federico,Iucomoni F.,95,205,0,0,0,,20020710,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,174,69,0,0,0,70,0,67,0,70,0,70,0,60,0,64,0,64,0,67,0,66,0,67,0,65,0,67,0,71,0,73,0,0,0,0,0,0,0,0,0,0,,Iacomoni_Federico,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8868,Molesi,Alessandro,Molesi A.,160,204,0,0,0,,20061003,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,62,0,60,0,61,0,64,0,60,0,58,0,59,0,60,0,62,0,60,0,62,0,60,0,65,0,66,0,0,0,0,0,0,0,0,0,0,,Milesi_Alessandro,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8869,Qoadriglia,Davide,Qoadriglia D.,160,204,0,0,0,,20060523,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,62,0,58,0,60,0,60,0,54,0,56,0,57,0,63,0,63,0,58,0,57,0,55,0,61,0,56,0,0,0,0,0,0,0,0,0,0,,Quadriglia_Davide,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8870,Senfilippo,Cristian,Senfilippo C.,160,202,0,0,0,,20060227,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,62,0,56,0,58,0,64,0,62,0,59,0,60,0,63,0,64,0,60,0,59,0,60,0,61,0,58,0,0,0,0,0,0,0,0,0,0,,Sanfilippo_Cristian,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8871,Maggia,Lucca,Maggia L.,119,202,0,0,0,,20050624,0.0,0.0,0,1.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,58,0,57,0,60,0,62,0,52,0,59,0,57,0,60,0,55,0,55,0,53,0,55,0,60,0,55,0,0,0,0,0,0,0,0,0,0,,Maggia_Lucca,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8872,Cabedo,Marc,Cabedo M.,119,810,0,0,0,,20020128,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,176,57,0,0,0,64,0,64,0,67,0,69,0,60,0,57,0,60,0,58,0,62,0,62,0,64,0,63,0,66,0,68,0,0,0,0,0,0,0,0,0,0,,Cabedo_Marc,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8873,Giribbo,Nicolò,Giribbo N.,95,203,0,0,0,,19990629,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,168,57,0,0,0,68,0,68,0,73,0,66,0,54,0,58,0,64,0,65,0,70,0,64,0,64,0,66,0,72,0,68,0,0,0,0,0,0,0,0,0,0,,Garibbo_Nicolo,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8874,Roccani,Simone,Roccani S.,95,206,0,0,0,,20010302,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,176,64,0,0,0,66,0,70,0,71,0,63,0,59,0,57,0,55,0,53,0,55,0,66,0,65,0,67,0,71,0,58,0,0,0,0,0,0,0,0,0,0,,Raccani_Simone,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8875,Zoray,Nahom,Zoray N.,95,4101,0,0,0,,20020912,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,173,57,0,0,0,63,0,73,0,73,0,66,0,55,0,57,0,58,0,55,0,61,0,67,0,65,0,69,0,71,0,68,0,0,0,0,0,0,0,0,128,0,,Zeray_Nahom,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8876,Albrucht,Pepe,Albrucht P.,152,701,0,0,0,,20060822,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,66,0,59,0,63,0,70,0,64,0,60,0,60,0,64,0,62,0,60,0,60,0,62,0,67,0,62,0,0,0,0,0,0,0,0,0,0,,Albrecht_Pepe,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8877,Pitry,Paul-Felix,Pitry P.F.,152,701,0,0,0,,20060815,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,65,0,62,0,63,0,63,0,61,0,58,0,59,0,61,0,66,0,61,0,60,0,60,0,65,0,57,0,0,0,0,0,0,0,0,0,0,,Petry_Paul-felix,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8878,Roor,Maxim,Roor M.,119,701,0,0,0,,20060927,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,64,0,61,0,61,0,69,0,62,0,57,0,57,0,59,0,58,0,58,0,58,0,56,0,62,0,69,0,0,0,0,0,0,0,0,0,0,,Roor_Maxim,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8879,Zimke,Jermaine,Zimke J.,152,701,0,0,0,,20050829,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,190,70,0,0,0,71,0,65,0,68,0,71,0,67,0,60,0,60,0,65,0,67,0,64,0,66,0,65,0,71,0,73,0,0,0,0,0,0,0,0,0,0,,Zemke_Jermaine,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8880,Burresch,Julian,Burresch J.,152,710,0,0,0,,20020319,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,191,79,0,0,0,67,0,64,0,68,0,66,0,62,0,64,0,66,0,60,0,60,0,65,0,65,0,66,0,68,0,70,0,0,0,0,0,0,0,0,0,0,,Borresch_Julian,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8881,Rottmann,Jonathan,Rottmann J.,119,701,0,0,0,,20040503,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,65,0,54,0,56,0,68,0,60,0,58,0,60,0,69,0,67,0,61,0,62,0,60,0,61,0,60,0,0,0,0,0,0,0,0,0,0,,Rottmann_Jonathan,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8882,Voege,Lennart,Voege L.,119,701,0,0,0,,20000205,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,64,0,55,0,56,0,67,0,60,0,59,0,58,0,59,0,64,0,58,0,59,0,59,0,60,0,64,0,0,0,0,0,0,0,0,0,0,,Voege_Lennart,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8883,Cosgrove,Joseph,Cosgrove J.,119,1801,0,0,0,,20060114,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,62,0,61,0,59,0,61,0,54,0,56,0,58,0,57,0,64,0,54,0,55,0,55,0,60,0,62,0,0,0,0,0,0,0,0,0,0,,Cosgrove_Joseph,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8884,Grupp,Louis,Grupp L.,119,701,0,0,0,,20060129,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,59,0,60,0,53,0,62,0,61,0,56,0,58,0,55,0,53,0,53,0,54,0,53,0,54,0,65,0,0,0,0,0,0,0,0,0,0,,Grupp_Louis,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8885,Kess,Alexandre,Kess A.,119,1901,0,0,0,,20030808,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,182,70,0,0,0,65,0,55,0,53,0,65,0,56,0,55,0,57,0,66,0,67,0,53,0,57,0,56,0,55,0,59,0,0,0,0,0,0,0,0,0,0,,Kess_Alexandre,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8886,Koech,Silas,Koech S.,119,701,0,0,0,,20030629,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,65,0,55,0,54,0,64,0,55,0,55,0,57,0,69,0,67,0,54,0,55,0,57,0,55,0,63,0,0,0,0,0,0,0,0,0,0,,Koch_Silas,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8887,Ury,Noé,Ury N.,119,1901,0,0,0,,20031016,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,183,68,0,0,0,64,0,60,0,59,0,61,0,55,0,58,0,57,0,56,0,57,0,53,0,57,0,56,0,61,0,56,0,0,0,0,0,0,0,0,0,0,,Ury_Noe,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8888,Herrmann,Max,Herrmann M.,119,701,0,0,0,,20050823,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,65,0,56,0,55,0,65,0,60,0,60,0,58,0,58,0,64,0,60,0,59,0,58,0,58,0,60,0,0,0,0,0,0,0,0,0,0,,Herrmann_Max,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8889,Penna,Fausto,Penna F.,119,701,0,0,0,,20040214,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,60,0,60,0,60,0,64,0,54,0,56,0,54,0,59,0,57,0,56,0,53,0,56,0,62,0,57,0,0,0,0,0,0,0,0,0,0,,Penna_Fausto,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8890,Simon,Yohann,Simon Y.,68,316,0,0,0,,20011116,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,66,0,59,0,61,0,68,0,60,0,62,0,63,0,65,0,66,0,61,0,61,0,53,0,66,0,55,0,0,0,0,0,0,0,0,0,0,,Simon_Yohann,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8891,Bittner,Jan,Bittner J.,58,3301,0,0,0,jbittner,20050623,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,67,0,56,0,57,0,63,0,61,0,64,0,64,0,68,0,67,0,62,0,62,0,60,0,65,0,62,0,0,0,0,0,0,0,0,0,0,,Bittner_Jan,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8893,Fiala,Matyas,Fiala M.,119,3301,0,0,0,,20030315,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,67,0,58,0,60,0,63,0,60,0,60,0,61,0,66,0,65,0,61,0,61,0,60,0,65,0,71,0,0,0,0,0,0,0,0,0,0,,Fiala_Matyas,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8894,Menti,Alberto,Menti A.,163,3301,0,0,0,,20040223,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,62,0,60,0,62,0,69,0,58,0,58,0,58,0,58,0,64,0,59,0,60,0,60,0,65,0,67,0,0,0,0,0,0,0,0,0,0,,Monti_Alberto,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8895,Pespisil,Jiri,Pespisil J.,163,3301,0,0,0,,20050711,0.0,0.0,0,2.0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,63,0,56,0,56,0,70,0,61,0,57,0,61,0,55,0,52,0,55,0,57,0,54,0,60,0,63,0,0,0,0,0,0,0,0,0,0,,Pospisil_Jiri,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8896,Raman,Jakub,Raman J.,163,3301,0,0,0,,20001123,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,171,58,0,0,0,65,0,63,0,67,0,72,0,64,0,60,0,62,0,64,0,64,0,61,0,63,0,65,0,68,0,74,0,0,0,0,0,0,0,0,0,0,,Riman_Jakub,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8897,Vonicek,Simon,Vonicek S.,163,3301,0,0,0,,19991001,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,66,0,58,0,61,0,69,0,62,0,58,0,60,0,69,0,68,0,60,0,60,0,64,0,65,0,66,0,0,0,0,0,0,0,0,0,0,,Vanicek_Simon,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8898,Valtr,Martin,Valtr M.,163,3301,0,0,0,,20011227,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,191,74,0,0,0,70,0,69,0,68,0,67,0,63,0,64,0,64,0,64,0,67,0,66,0,64,0,68,0,70,0,75,0,0,0,0,0,0,0,0,0,0,,Voltr_Martin,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8899,Banaszak,Maciej,Banaszak M.,162,3001,0,0,0,,20051011,0.0,0.0,0,4.0,0.0,0.0,0,0,3,0,0,0,186,64,0,0,0,61,0,67,0,67,0,63,0,58,0,58,0,58,0,55,0,61,0,63,0,61,0,64,0,65,0,61,0,0,0,0,0,0,0,0,0,0,,Banaszak_Maciej,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8900,Camrda,Karel,Camrda K.,119,3301,0,0,0,,20010608,0.0,0.0,0,3.5,0.0,0.0,0,0,3,0,0,0,182,63,0,0,0,61,0,68,0,69,0,68,0,60,0,59,0,61,0,58,0,64,0,64,0,63,0,65,0,67,0,66,0,0,0,0,0,0,0,0,0,0,,Camrda_Karel,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8902,Inkster,Eric,Inkster E.,119,2201,0,0,0,,20010602,0.0,0.0,0,2.5,0.0,0.0,0,0,3,0,0,0,178,73,0,0,0,66,0,55,0,60,0,68,0,61,0,61,0,61,0,60,0,67,0,58,0,59,0,60,0,62,0,72,0,0,0,0,0,0,0,0,0,0,,Inkster_Eric,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8903,Waliniak,Konrad,Waliniak K.,162,3001,0,0,0,,20041208,0.0,0.0,0,3.0,0.0,0.0,0,0,3,0,0,0,190,71,0,0,0,64,0,60,0,60,0,63,0,60,0,58,0,60,0,60,0,55,0,60,0,59,0,60,0,64,0,56,0,0,0,0,0,0,0,0,0,0,,Waliniak_Konrad,0,0,0,0,(),0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
